App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
VH1,ENTERTAINMENT,4.1,27424,17,"1,000,000+",Free,0,Teen,Entertainment,8-Jul-18,11.45.0,4.4 and up
DB for Hustle Castle,FAMILY,4.8,21,49,"1,000+",Free,0,Everyone,Role Playing,4-Jul-18,1.1,4.1 and up
Stickman Warriors Heroes 2,GAME,4.4,13714,41,"1,000,000+",Free,0,Everyone 10+,Action,15-Apr-17,1.0.4,4.0.3 and up
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,"10,000+",Paid,$2.99,Everyone,Communication,6-Jan-18,2.28,2.3 and up
Cookpad,FOOD_AND_DRINK,4.5,131569,8.2,"10,000,000+",Free,0,Everyone,Food & Drink,3-Aug-18,2.76.2.0-android,4.2 and up
Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,3.4,3491,7.3,"1,000,000+",Free,0,Everyone,Tools,31-Jul-18,Cow V3.15,4.3 and up
Fast Tract Diet,HEALTH_AND_FITNESS,4.4,35,2.4,"1,000+",Paid,$7.99,Everyone,Health & Fitness,8-Aug-18,1.9.3,4.2 and up
BU Mobile,FAMILY,4.5,472,4.3,"10,000+",Free,0,Everyone,Education,6-Jul-18,2.4.1,2.3.3 and up
Body Scanner xray Real Camera Prank Entertaintment,FAMILY,2.6,17,4.6,"5,000+",Free,0,Everyone,Entertainment,5-May-18,1,2.3 and up
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,9.3,"50,000+",Free,0,Everyone,Finance,19-Jun-18,1.4.11,4.4 and up
Whataburger,FOOD_AND_DRINK,4.5,5093,56,"500,000+",Free,0,Everyone,Food & Drink,10-Apr-18,1.9.0,4.2 and up
DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2,"1,000,000+",Free,0,Everyone,Tools,23-Dec-16,1.12.23,4.0 and up
Sona - Nær við allastaðni,LIFESTYLE,4.2,31,25,"1,000+",Free,0,Everyone,Lifestyle,2-Aug-18,1.6.3,4.4 and up
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12,"500,000+",Free,0,Teen,Lifestyle,5-Jun-17,3.2.0,4.1 and up
Driving Suv Toyota Car Simulator,FAMILY,3.7,187,54,"10,000+",Free,0,Everyone,Simulation,12-Nov-17,1,4.0 and up
FC Porto,SPORTS,4.9,15883,21,"100,000+",Free,0,Everyone,Sports,19-Jun-18,2.6.0,4.0.3 and up
WAH 247,MEDICAL,NaN,0,29,1+,Free,0,Everyone,Medical,20-Jul-18,300000.1.11,4.0.3 and up
Thrive CF,HEALTH_AND_FITNESS,2.2,6,8,100+,Free,0,Everyone,Health & Fitness,5-Jan-18,1.0.1,4.3 and up
Cy-Reader,FAMILY,4.8,17,15,100+,Free,0,Everyone,Education,3-Aug-18,1.7,4.2 and up
Paprika Recipe Manager,FOOD_AND_DRINK,4.1,1268,2.3,"50,000+",Paid,$4.99,Everyone,Food & Drink,3-Jun-18,1.4.4,4.0 and up
Firefighters First CU,FINANCE,4.8,495,12,"5,000+",Free,0,Everyone,Finance,1-May-18,5.7.1.0,5.0 and up
FJ 4x4 Cruiser Snow Driving,FAMILY,4.2,1619,43,"500,000+",Free,0,Everyone,Simulation,4-Jun-18,1.3,4.0 and up
STARDOM: THE A-LIST,GAME,4.5,152658,29,"1,000,000+",Free,0,Teen,Adventure,12-Sep-14,2.1.8,2.1 and up
Millionaire : Who want to be?,GAME,4.4,4396,40,"100,000+",Free,0,Everyone,Trivia,12-Apr-17,1.5,2.3 and up
BU Syllabus,FAMILY,4.5,38,6.5,"1,000+",Free,0,Everyone,Education,21-Sep-17,1.0.3,4.0.3 and up
Trane Interactive Smart AC,TOOLS,2.8,48,3.3,"10,000+",Free,0,Everyone,Tools,21-Apr-16,0.0.2,4.3 and up
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60,"1,000,000+",Free,0,Everyone,Maps & Navigation,4-May-18,2.10.06,5.0 and up
Shoot`Em Down: Shooting game,GAME,3.9,7972,88,"500,000+",Free,0,Teen,Action,12-Aug-17,56,4.1 and up
Police Car Driver,GAME,3.8,83671,30,"10,000,000+",Free,0,Everyone 10+,Racing,4-May-18,9,4.1 and up
Room Painting Ideas,HOUSE_AND_HOME,4,4450,7.6,"1,000,000+",Free,0,Everyone,House & Home,17-Mar-15,1.7,3.0 and up
Pool Billiards Classic - bi a,SPORTS,3.9,5644,14,"1,000,000+",Free,0,Everyone,Sports,1-Nov-17,1.7,4.0.3 and up
Gear.Club - True Racing,GAME,4.4,140658,37,"1,000,000+",Free,0,Everyone,Racing,1-Aug-18,1.21.2,4.3 and up
Emmabodafestivalen,EVENTS,4.8,12,29,"1,000+",Free,0,Everyone 10+,Events,28-Jun-18,42,4.2 and up
OO Launcher for Android O 8.0 Oreo™ Launcher,PERSONALIZATION,4.4,14832,8.6,"1,000,000+",Free,0,Everyone,Personalization,3-Aug-18,4.6,4.0 and up
Gangster Town: Vice District,FAMILY,4.3,65146,100,"10,000,000+",Free,0,Mature 17+,Simulation,31-May-18,2.1,4.0 and up
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24,"1,000,000+",Free,0,Everyone,Maps & Navigation,19-Feb-18,5.4 (30),4.0 and up
Dr D K Olukoya,LIFESTYLE,NaN,0,3.3,1+,Free,0,Teen,Lifestyle,25-Jul-18,1,4.1 and up
PlugShare,MAPS_AND_NAVIGATION,4.7,4501,26,"100,000+",Free,0,Teen,Maps & Navigation,25-Jul-18,3.5.1,4.0.3 and up
Camera360: Selfie Photo Editor with Funny Sticker,PHOTOGRAPHY,4.3,4865107,51,"100,000,000+",Free,0,Everyone,Photography,6-Aug-18,9.3.1,4.0.3 and up
Living Room Decorating Ideas,HOUSE_AND_HOME,4,4465,5.8,"1,000,000+",Free,0,Everyone,House & Home,6-Mar-15,1.7,3.0 and up
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,"500,000+",Free,0,Everyone,Shopping,13-Jul-18,9.0.30,4.1 and up
English Conversation Courses,FAMILY,4.6,22165,6.8,"1,000,000+",Free,0,Everyone,Education,28-Jun-18,4.1806.3,4.0 and up
DZ Blagues,FAMILY,4.2,580,2.1,"10,000+",Free,0,Everyone,Entertainment,19-Dec-12,1.3,2.1 and up
FE Civil Engineering Exam Prep,FAMILY,2.8,9,21,"1,000+",Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
bp Magazine for Bipolar,LIFESTYLE,1.8,5,18,"1,000+",Free,0,Everyone 10+,Lifestyle,12-Feb-18,26,4.1 and up
DC Universe Quiz,GAME,4.3,11,23,500+,Free,0,Everyone,Trivia,22-May-18,3.2.7z,4.0.3 and up
C Functions,FAMILY,4.8,55,1.5,"1,000+",Free,0,Everyone,Education,26-Sep-15,1,4.0.3 and up
OpenGL ES Extensions - The OpenGL Utility,TOOLS,4.2,513,2,"50,000+",Free,0,Everyone,Tools,6-May-18,5.0.5,4.0 and up
Wifi Mingle,DATING,NaN,0,10,10+,Free,0,Everyone,Dating,27-Jul-18,1.3,4.4 and up
AW Browser with Chrome Custom Tabs,TOOLS,4,9,4.7,500+,Free,0,Everyone,Tools,17-May-18,2.7,6.0 and up
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21,"100,000+",Free,0,Mature 17+,Personalization,26-Jun-18,5.34.10,4.0.3 and up
Hangouts Dialer - Call Phones,COMMUNICATION,4,122512,0.079,"10,000,000+",Free,0,Everyone,Communication,2-Sep-15,0.1.100944346,4.0.3 and up
DC Metro,MAPS_AND_NAVIGATION,3.4,59,1.3,"10,000+",Free,0,Everyone,Maps & Navigation,26-Jan-15,1,1.5 and up
"PhotoLayers〜Superimpose,Eraser",PHOTOGRAPHY,4.5,81219,2.6,"10,000,000+",Free,0,Everyone,Photography,14-Jun-15,1.4.0,4.1 and up
Tigo Money El Salvador,FINANCE,4.3,4642,3.5,"100,000+",Free,0,Everyone,Finance,23-Jul-18,5.0.0,4.2 and up
Wi-Fi Visualizer,TOOLS,3.9,132,2.6,"50,000+",Free,0,Everyone,Tools,17-May-17,0.0.9,2.3 and up
Helix Jump,GAME,4.2,1500999,33,"100,000,000+",Free,0,Everyone,Action,9-Apr-18,1.0.6,4.1 and up
Little Lovely Dentist,FAMILY,4.2,17786,16,"1,000,000+",Free,0,Everyone,Casual,14-May-18,1.1.8,4.0 and up
music (CG),FAMILY,NaN,0,99,50+,Free,0,Everyone,Entertainment,24-Apr-18,1,4.1 and up
BL!TZ - Endless,GAME,4.7,21,9,100+,Free,0,Everyone,Arcade,30-Jun-17,10.05,4.0.3 and up
Club,MEDICAL,4.4,3786,28,"50,000+",Free,0,Everyone,Medical,16-Jul-18,4.4.3,4.0.3 and up
Solitaire,GAME,4.7,154264,12,"10,000,000+",Free,0,Everyone,Card,8-Jun-18,Varies with device,Varies with device
EURES - Your Job in Europe,BUSINESS,2.7,358,2,"50,000+",Free,0,Everyone,Business,18-Sep-17,1.4.1,2.3.3 and up
30 Day AB Challenge - Lumowell,HEALTH_AND_FITNESS,4.8,793,40,"10,000+",Free,0,Everyone,Health & Fitness,15-Sep-16,1.0.3,4.0.3 and up
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63,"100,000+",Free,0,Everyone 10+,Educational;Education,27-Jul-18,1.0.89,4.4 and up
BT Notifier,TOOLS,2.5,2794,3.8,"1,000,000+",Free,0,Everyone,Tools,28-May-18,2.9,4.3 and up
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,"10,000,000+",Free,0,Everyone,Business,20-Jul-18,4.1.28165.0716,4.0 and up
Keyboard Theme Dusk BK Purple,PERSONALIZATION,4.5,248,2.8,"10,000+",Free,0,Mature 17+,Personalization,23-May-16,9,4.0.3 and up
Speech Therapy: CH,FAMILY,NaN,0,14,10+,Paid,$1.99,Everyone,Education,8-Oct-16,1,2.3.3 and up
Morse Machine for Ham Radio,COMMUNICATION,4.8,341,9.6,"5,000+",Paid,$0.99,Everyone,Communication,20-Feb-15,iu4,2.0 and up
PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13,"1,000+",Free,0,Everyone,Medical,12-Jul-18,4.5.2,4.4 and up
Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,20,100+,Free,0,Everyone,Medical,19-Jul-18,1,4.1 and up
Me-eh,FAMILY,NaN,13,62,100+,Free,0,Everyone,Puzzle,6-Apr-18,3.33,4.1 and up
El Pollo Loco - Loco Rewards,FOOD_AND_DRINK,4,848,25,"100,000+",Free,0,Everyone,Food & Drink,23-Feb-18,2.1,4.1 and up
DM airdisk,TOOLS,2.8,11,11,"1,000+",Free,0,Everyone,Tools,5-Aug-16,1.7.2,3.0 and up
Mizanul-Hikmət 2-ci cild,LIBRARIES_AND_DEMO,NaN,16,0.743,"1,000+",Free,0,Everyone,Libraries & Demo,4-Jan-17,1,1.6 and up
Assassin's Creed Identity,GAME,3.7,42529,92,"500,000+",Paid,$1.99,Teen,Action,23-Nov-16,2.8.2,4.1 and up
Offroad Car H,FAMILY,4.2,1960,87,"100,000+",Free,0,Everyone,Simulation,6-Oct-17,1.4,2.3 and up
MC.Fitting,PRODUCTIVITY,NaN,130,3.4,"1,000+",Paid,$8.49,Everyone,Productivity,3-May-17,12,1.6 and up
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30,"500,000+",Free,0,Everyone 10+,Adventure,20-Apr-18,1.6.2,4.0 and up
Ex Service Taxis,BUSINESS,3.5,15,8,"1,000+",Free,0,Everyone,Business,21-Oct-15,20.7.9.2,2.3 and up
Sworkit: Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,109756,78,"5,000,000+",Free,0,Everyone,Health & Fitness,1-Aug-18,8.2.0,4.0.3 and up
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52,"1,000,000+",Free,0,Everyone 10+,Simulation,2-Aug-17,1.3,4.1 and up
BF at Sea Refueled,GAME,4.4,1849,37,"10,000+",Free,0,Everyone,Board,20-Oct-15,1.1.8,2.3.3 and up
FP FCU,FINANCE,3.6,48,26,"5,000+",Free,0,Everyone,Finance,5-Apr-18,4.6.71,4.0.3 and up
Touch DV,PHOTOGRAPHY,NaN,1,11,50+,Free,0,Everyone,Photography,7-Jul-17,10.4,4.2 and up
CB Frequencies FREE!,TOOLS,3.1,364,2.3,"100,000+",Free,0,Everyone,Tools,2-Mar-18,2,4.0.3 and up
dB Sound Meter,TOOLS,4.1,29,2.3,"5,000+",Free,0,Everyone,Tools,25-Apr-16,1.2,4.0.3 and up
E.G. Chess,GAME,4.3,56,23,"1,000+",Paid,$0.99,Everyone,Board,6-Dec-14,1.0.28,2.3 and up
"Learn English Vocabulary - 6,000 Words",FAMILY,4.5,205914,54,"10,000,000+",Free,0,Everyone,Education,3-Aug-18,5.54,4.1 and up
Bubble Shooter,GAME,4.5,148895,46,"10,000,000+",Free,0,Everyone,Casual,17-Jul-18,1.20.1,4.0.3 and up
Screen Off and Lock,TOOLS,4.1,172990,0.525,"10,000,000+",Free,0,Everyone,Tools,2-Dec-17,1.17.4,2.2 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27,"10,000+",Free,0,Mature 17+,Dating,3-Aug-18,1.308.us,4.1 and up
Good house to buy a house,HOUSE_AND_HOME,3.8,491,15,"100,000+",Free,0,Everyone,House & Home,25-Jul-18,2.6.0,4.0.3 and up
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12,"10,000,000+",Free,0,Teen,Entertainment,20-Jul-18,4.8.6,4.1 and up
TrainPal EU- Book German Train Tickets,MAPS_AND_NAVIGATION,NaN,1,21,100+,Free,0,Everyone,Maps & Navigation,29-Mar-18,1.0.0,4.2 and up
Casper Ssinema,VIDEO_PLAYERS,3.3,1261,2.5,"10,000+",Free,0,Everyone,Video Players & Editors,30-Oct-14,1,2.3 and up
DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10,"10,000,000+",Free,0,Everyone,Tools,5-Jun-18,3.3.1,4.0.3 and up
BJ-FPV,FAMILY,4.2,16,26,"1,000+",Free,0,Everyone,Casual,31-Jul-18,2.0.2,4.4 and up
U + professional baseball,SPORTS,4.3,2486,18,"500,000+",Free,0,Everyone,Sports,30-Jul-18,06.11.00,4.4 and up
SW-DB,TOOLS,4.5,954,7.6,"10,000+",Free,0,Teen,Tools,11-Jul-16,0.4.1,4.1 and up
DSLR Photography Training apps,PHOTOGRAPHY,4,675,15,"100,000+",Free,0,Everyone,Photography,29-Jul-17,2.1,2.3 and up
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,0.292,"1,000,000+",Free,0,Everyone,Libraries & Demo,29-Jun-11,1,1.6 and up
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,"500,000+",Free,0,Everyone,Productivity,19-Dec-15,3.2.1,4.1 and up
LivingSocial - Local Deals,SHOPPING,4.1,28523,29,"5,000,000+",Free,0,Everyone,Shopping,3-Aug-18,18.10.157066,4.4 and up
M Launcher -Marshmallow 6.0,PERSONALIZATION,4.4,37234,7.3,"1,000,000+",Free,0,Everyone,Personalization,22-Mar-18,1.4.9,4.1 and up
FK Vozdovac,SPORTS,NaN,1,26,10+,Free,0,Everyone,Sports,19-Feb-18,1,4.1 and up
DS Barometer - Altimeter and Weather Information,WEATHER,3.9,2962,4.2,"100,000+",Free,0,Everyone,Weather,9-Jul-18,3.67,2.3.3 and up
aa,FAMILY,4.2,886418,6.5,"50,000,000+",Free,0,Everyone,Strategy,30-Jun-18,1.7.3,4.1 and up
DM Tracker,COMMUNICATION,3.5,11,5.2,"1,000+",Free,0,Everyone,Communication,26-Jul-18,2.0.1,4.3 and up
Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,NaN,82,4.9,"10,000+",Free,0,Everyone,Food & Drink,23-Jun-18,1.1,4.1 and up
AV Phone,COMMUNICATION,NaN,4,3.7,"1,000+",Free,0,Everyone,Communication,9-Jul-18,2.1.9,5.1 and up
BI APP,FINANCE,5,2,2.7,100+,Free,0,Everyone,Finance,19-Feb-16,1.8,4.0 and up
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21,"5,000,000+",Free,0,Teen,Action,21-Oct-16,1.0.5,4.0.3 and up
Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,2.7,68,87,"5,000+",Free,0,Everyone,Books & Reference,2-May-18,1.0.0.22,4.1 and up
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29,"10,000,000+",Free,0,Everyone,Communication,1-Aug-18,6.19.1,4.1 and up
Dinosaur War,FAMILY,4.3,157997,27,"10,000,000+",Free,0,Everyone,Simulation,4-Aug-16,1.4.4,2.3.3 and up
iBP Blood Pressure,MEDICAL,4.4,578,0.704,"10,000+",Paid,$0.99,Everyone,Medical,30-Nov-14,7.0.1,2.2 and up
A41 WatchFace for Android Wear Smart Watch,LIFESTYLE,4.5,231,5.7,"5,000+",Paid,$0.99,Everyone,Lifestyle,24-Dec-17,7.0.1,4.3 and up
Rent.com Apartment Homes,HOUSE_AND_HOME,4,7508,5.1,"1,000,000+",Free,0,Everyone,House & Home,9-Jul-18,7.9.0,5.0 and up
J-Stars Victory VS Guide,GAME,4.1,609,13,"10,000+",Free,0,Everyone,Action,14-May-14,1.7,2.2 and up
Love Balls,GAME,4.2,360630,40,"50,000,000+",Free,0,Everyone,Puzzle,31-Jul-18,1.2.7,4.1 and up
Eternium,FAMILY,4.8,1506783,89,"10,000,000+",Free,0,Teen,Role Playing,18-Jul-18,1.2.115,4.0 and up
Bike Race - Bike Blast Rush,GAME,4.4,83891,48,"10,000,000+",Free,0,Everyone,Action,19-Jul-18,3.1,4.0 and up
Inbox.eu,COMMUNICATION,3.7,98,9.7,"10,000+",Free,0,Everyone,Communication,11-Jul-18,6.4.7,4.3 and up
ESPN Fantasy Sports,SPORTS,4,176448,10,"5,000,000+",Free,0,Everyone,Sports,21-Nov-17,5.3.0,4.4 and up
CG Smart,SPORTS,NaN,2,1.5,100+,Free,0,Everyone,Sports,12-Aug-16,1.4,4.0.3 and up
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17,"100,000+",Free,0,Everyone,Communication,16-Jul-18,2.1,4.1 and up
Best Western e-Concierge Hotel,TRAVEL_AND_LOCAL,4,41,23,"10,000+",Free,0,Everyone,Travel & Local,4-Jun-18,2.8.1,5.0 and up
Quiz TRUE or FALSE,GAME,4.6,2464,34,"50,000+",Free,0,Everyone,Trivia,13-Feb-18,1.1,4.1 and up
Ba dum tss - Rimshot widget,COMICS,4.1,690,0.444,"50,000+",Free,0,Everyone,Comics,29-Sep-15,1.2.3,2.2 and up
Free VIN Report for Used Cars,AUTO_AND_VEHICLES,4.6,2431,2.4,"100,000+",Free,0,Everyone,Auto & Vehicles,12-Jun-18,1.37,4.0 and up
Guns'n'Glory Premium,FAMILY,4.4,3570,21,"100,000+",Paid,$2.99,Everyone 10+,Strategy,22-Sep-17,1.8.1,2.3.3 and up
Free Coupons for Burger King,LIFESTYLE,2.8,17,3.1,"5,000+",Free,0,Everyone,Lifestyle,29-Jul-18,1.1,4.4 and up
Asana: organize team projects,BUSINESS,4.3,20815,10,"1,000,000+",Free,0,Everyone,Business,26-Jul-18,6.4.4,5.0 and up
BF CG View Wallpapers,FAMILY,3.6,13,2.5,"1,000+",Free,0,Teen,Entertainment,19-Jun-15,3,3.0 and up
No Crop & Square for Instagram,PHOTOGRAPHY,4.6,819694,25,"10,000,000+",Free,0,Everyone,Photography,26-Jun-18,4.2.3,4.0 and up
ES Task Manager (Task Killer ),BUSINESS,4.3,171771,3.2,"10,000,000+",Free,0,Everyone,Business,15-Jan-18,2.0.6.4,2.1 and up
To-Do List Widget,PRODUCTIVITY,3.9,7801,0.201,"1,000,000+",Free,0,Everyone,Productivity,28-Sep-13,2,1.5 and up
BD Online News,NEWS_AND_MAGAZINES,4.6,30,3.8,"1,000+",Free,0,Everyone,News & Magazines,20-Mar-18,1.5,4.0.3 and up
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29,"5,000,000+",Free,0,Everyone,Lifestyle,2-Aug-18,3.1.2.1,4.1 and up
Railroad Radio Vancouver BC,FAMILY,5,4,1.7,100+,Free,0,Teen,Entertainment,28-Jun-15,1,2.2 and up
Crazy Wheels,GAME,4,121082,7,"10,000,000+",Free,0,Teen,Adventure,17-Jan-18,1.0.7,2.1 and up
tutti.ch - Free Classifieds,SHOPPING,4.4,9950,15,"500,000+",Free,0,Everyone,Shopping,18-Jul-18,3.7.1,4.1 and up
Bu Nedir ?,GAME,NaN,0,33,50+,Free,0,Everyone,Trivia,15-Apr-18,3.1.6z,4.0.3 and up
Dragon Nest M,FAMILY,4.6,11872,62,"100,000+",Free,0,Teen,Role Playing,17-Jul-18,1.2.0,4.3 and up
Do it (Tomorrow),PRODUCTIVITY,4.3,26452,4,"1,000,000+",Free,0,Everyone,Productivity,3-Nov-14,2.3.5,2.1 and up
DW Spectrum™ IPVMS Mobile,BUSINESS,4,44,30,"10,000+",Free,0,Everyone,Business,19-Jun-18,18.1.18164,4.1 and up
FK Liepaja,SPORTS,NaN,4,26,100+,Free,0,Everyone,Sports,17-Mar-18,1,4.1 and up
Dr. Shogi,GAME,3.3,19291,5.1,"1,000,000+",Free,0,Everyone,Board,2-Jan-18,1.24,4.1 and up
EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2.3,23,43,"1,000+",Free,0,Everyone,Travel & Local,18-Jun-18,3.0.7,4.4 and up
NATIVE ENTERTAINMENT MAGAZINE - ISSUE # 1,NEWS_AND_MAGAZINES,NaN,0,62,10+,Free,0,Mature 17+,News & Magazines,16-Dec-17,1,4.1 and up
Book store,BOOKS_AND_REFERENCE,4.4,22486,5.4,"1,000,000+",Free,0,Teen,Books & Reference,6-Jun-18,3.2.1,4.0 and up
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7,"100,000+",Free,0,Everyone,Lifestyle,27-Sep-16,2.2.6,2.2 and up
Hopeless Land: Fight for Survival,GAME,4.2,250197,44,"5,000,000+",Free,0,Teen,Action,12-Jul-18,1,4.1 and up
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22,"1,000,000+",Free,0,Mature 17+,Education,17-Oct-17,2.51.0,4.0.3 and up
BI News,NEWS_AND_MAGAZINES,5,22,25,"1,000+",Free,0,Everyone,News & Magazines,10-Jun-18,1.5.0,4.1 and up
Kay AH GA,MEDICAL,NaN,0,29,1+,Free,0,Everyone,Medical,15-Feb-18,300000.0.97,4.0.3 and up
Luxury Car Simulator,FAMILY,3.9,35989,46,"1,000,000+",Free,0,Everyone,Simulation,7-Aug-15,2.3,2.3.3 and up
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11,"1,000,000+",Free,0,Teen,News & Magazines,2-Aug-18,2.71,4.1 and up
বাংলা টিভি প্রো BD Bangla TV,FAMILY,4.3,193,14,"10,000+",Free,0,Everyone,Entertainment,29-Apr-17,1.3,4.0 and up
Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,0.041,"5,000,000+",Free,0,Everyone,Libraries & Demo,7-Nov-16,2.0.3,1.5 and up
FE Mechanical Engineering Prep,FAMILY,1,2,21,"1,000+",Free,0,Everyone,Education,27-Jul-18,5.33.3669,5.0 and up
Plug-in app (System AC),TOOLS,3.6,126,11,"10,000+",Free,0,Everyone,Tools,8-Jun-17,v1.1072.35.0,4.0 and up
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20,"1,000,000+",Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up
Toca Life: Hospital,EDUCATION,4.7,3528,24,"100,000+",Paid,$3.99,Everyone,Education;Pretend Play,12-Jun-18,1.1.1-play,4.4 and up
Analog and Digital Clock AW-7,TOOLS,4,202,2.9,"50,000+",Free,0,Everyone,Tools,15-Mar-18,2,4.3 and up
Boston AH,MEDICAL,NaN,1,29,50+,Free,0,Everyone,Medical,30-Nov-17,300000.0.93,4.0.3 and up
Shopfully - Weekly Ads & Deals,SHOPPING,4.4,279428,16,"10,000,000+",Free,0,Everyone,Shopping,3-Aug-18,6.4.2,4.4 and up
GlassesOff,MEDICAL,3.5,1288,38,"100,000+",Free,0,Everyone,Medical,10-Jul-18,1.0.0.10,3.0 and up
Romance et Mystères au Lycée,FAMILY,NaN,350,6.4,"10,000+",Free,0,Teen,Entertainment,23-Feb-17,1.0.0,4.0.3 and up
DYPhyzio-Physiology Forum,FAMILY,NaN,4,1.3,100+,Free,0,Everyone,Education,22-Aug-17,1.1,4.1 and up
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31,"500,000+",Free,0,Mature 17+,Dating,3-Jul-18,4.5.5,4.1 and up
DG Video Editor,VIDEO_PLAYERS,4,486,2.5,"10,000+",Free,0,Everyone,Video Players & Editors,6-Sep-16,1.0.3,4.4 and up
SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,NaN,2,7.2,"50,000+",Free,0,Everyone,Books & Reference,15-Jun-18,3,6.0 and up
Angry Birds Classic,GAME,4.4,5566669,97,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up
GollerCepte 1903,SPORTS,4.7,25172,30,"500,000+",Free,0,Everyone,Sports,23-May-18,5.5,4.1 and up
search.ch,TRAVEL_AND_LOCAL,4.4,11514,2.2,"500,000+",Free,0,Everyone,Travel & Local,29-Mar-18,5.5,4.0 and up
Granny,GAME,4.5,1137271,59,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up
BW COMPANY FINDER,BUSINESS,4.6,48,7.4,"1,000+",Free,0,Everyone,Business,21-Aug-17,1.5,4.0 and up
1st Fed CI Mobile Banking,FINANCE,NaN,0,31,500+,Free,0,Everyone,Finance,29-Sep-16,6.0.0.1775,4.1 and up
N-Back,FAMILY,4.1,413,0.93,"10,000+",Free,0,Everyone,Puzzle,15-Feb-16,1.6,2.1 and up
Stickman and Axe,GAME,4.4,69,2.8,"50,000+",Free,0,Teen,Action,25-Nov-17,1,4.0.3 and up
PLMGSS FR,PRODUCTIVITY,NaN,0,3.1,10+,Free,0,Everyone,Productivity,1-Dec-17,1,4.4 and up
EB-Chat – For my Events,EVENTS,NaN,2,21,10+,Free,0,Teen,Events,16-Nov-17,1.4,3.0 and up
Resume / CV,BUSINESS,3.6,125,5,"10,000+",Free,0,Everyone,Business,28-Dec-15,2,2.3.3 and up
Thomas & Friends: Race On!,FAMILY,4.1,29319,26,"5,000,000+",Free,0,Everyone,Casual;Action & Adventure,18-May-18,2.4,4.4 and up
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3482,37,"500,000+",Free,0,Everyone,Casual,7-Aug-18,1.6,4.4 and up
RoutePlan.cz,PRODUCTIVITY,NaN,6,5.3,100+,Free,0,Everyone,Productivity,6-Jun-18,2.5.4,4.0.3 and up
SonicCloud: Hearing App,MEDICAL,4.4,15,39,"1,000+",Free,0,Everyone,Medical,19-Jul-18,1.16.0,4.1 and up
DW Contacts widget,TOOLS,4.3,56,2,"1,000+",Paid,$0.99,Everyone,Tools,5-Jun-14,1.1.0.0,2.1 and up
DS Vision,BUSINESS,NaN,0,38,5+,Free,0,Everyone,Business,21-May-18,1.2,4.1 and up
Translate: text & voice translator,TOOLS,4.3,122010,7.3,"5,000,000+",Free,0,Everyone,Tools,14-Jul-18,Translator 10.9.2,4.0.3 and up
Java Editor CR,TOOLS,3.8,434,18,"50,000+",Free,0,Everyone,Tools,16-Mar-18,1.0.209,4.0 and up
